"reference_id","country","product_code","product_name","subscription_start_date","subscription_deactivation_date","order_date_kyiv","return_date_kyiv","last_rebill_date_kyiv","subscription_duration_months","total_amount","discount_amount","number_of_rebills","original_amount","returned_amount","total_rebill_amount","has_chargeback","has_refund","sales_agent_name","source","campaign_name"
"GYB220211-1596-92116","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-12 00:16:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","Biby","Chat","AQ_9"
"GYB220211-6036-80122","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-11",NULL,"2022-02-12 00:20:00",NULL,NULL,36,"581.40","102.60",0,"684.00","0","0","false","false","Esmee","Call","AQ_1"
"GYB220211-1596-53140","CA","aq-gyb-support-24-month-plan-hi"," Support 24-month Plan","2022-02-11",NULL,"2022-02-12 02:27:00",NULL,NULL,24,"576.00","0.00",0,"576.00","0","0","false","false","Esmee","Call","AQ_1"
"GYB220212-4018-47111","US","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-12","2023-02-12","2022-02-12 03:45:00",NULL,NULL,12,"302.40","129.60",0,"432.00","0","0","false","false","Rodger","Call","AQ_9"
"GYB220212-5240-72122","US","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-12","2023-02-19","2022-02-12 05:22:00",NULL,NULL,1,"324.00","108.00",0,"432.00","0","0","false","false","Esmee","Call","AQ_9"
"GYB220212-1230-50107","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-12","2022-03-12","2022-02-12 07:43:00",NULL,NULL,1,"49.50","49.50",0,"99.00","0","0","false","false","Esmee","Call","AQ_9"
"GYB220212-7843-92119","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-12 08:24:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","Biby","Chat","AQ_9"
"GYB220212-4018-20134","IL","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-12","2022-03-12","2022-02-12 17:48:00",NULL,NULL,1,"99.00","0.00",0,"99.00","0","0","false","false","Clary","Chat","AQ_9"
"GYB220212-7843-23149","US","aq-gyb-support-6-month-plan-lo"," Support 6-month Plan","2022-02-12","2022-11-19","2022-02-12 22:27:00",NULL,"2022-10-12 12:06:00",1,"249.00","0.00",3,"249.00","0","59.85","false","false","Esmee","Call","AQ_9"
"GYB220212-1469-14155","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-12","2022-03-19","2022-02-13 01:04:00",NULL,NULL,1,"74.25","24.75",0,"99.00","0","0","false","false","Jacob","Call","AQ_1"
"GYB220213-5240-26132","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-13","2022-02-14","2022-02-13 03:46:00","2022-02-14 14:39:00",NULL,1,"64.35","34.65",0,"99.00","64.35","0","false","true","Esmee","Call","AQ_9"
"GYB220213-1469-14128","US","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-13","2023-02-13","2022-02-13 16:57:00",NULL,NULL,12,"432.00","0.00",0,"432.00","0","0","false","false","Jules","Chat","AQ_9"
"GYB220213-6036-64129","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-13 19:05:00",NULL,NULL,0,"74.50","74.50",0,"149.00","0","0","false","false","Esmee","Call","AQ_9"
"GYB220213-1230-82119","CA","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-13","2022-03-13","2022-02-13 21:16:00",NULL,NULL,1,"99.28","0.00",0,"99.28","0","0","false","false","Jackie","Call","AQ_1"
"GYB220213-1596-48133","US","aq-gyb-support-24-month-plan-hi"," Support 24-month Plan","2022-02-13",NULL,"2022-02-13 22:34:00",NULL,NULL,24,"576.00","0.00",0,"576.00","0","0","false","false","Rodger","Call","AQ_9"
"GYB220213-3843-45125","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-13",NULL,"2022-02-14 01:10:00",NULL,NULL,36,"684.00","0.00",0,"684.00","0","0","false","false","Olivia","Chat","AQ_9"
"GYB220214-6036-72107","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-14 16:59:00",NULL,NULL,0,"96.85","52.15",0,"149.00","0","0","false","false","n/a","n/a","n/a"
"GYB220214-6036-21125","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-14",NULL,"2022-02-14 18:38:00",NULL,NULL,36,"684.00","0.00",0,"684.00","0","0","false","false","Jackie","Call","AQ_9"
"GYB220214-1469-52121","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-15 01:18:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","Jules","Chat","AQ_9"
"GYB220214-1469-56156","CA","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-14","2022-03-14","2022-02-15 01:22:00",NULL,NULL,1,"49.64","49.64",0,"99.28","0","0","false","false","Jackie","Call","AQ_1"
"GYB220215-1596-15110","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-15","2022-02-24","2022-02-15 20:03:00","2022-02-24 08:02:00",NULL,36,"684.00","0.00",0,"684.00","684.00","0","true","false","Jayce","Call","AQ_9"
"GYB220215-1469-62125","US","aq-gyb-support-24-month-plan-hi"," Support 24-month Plan","2022-02-15",NULL,"2022-02-15 22:28:00","2022-04-07 11:08:00",NULL,24,"576.00","0.00",0,"576.00","300.00","0","false","true","Vicky","Call","AQ_9"
"GYB220215-5240-93129","CA","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-15","2022-05-04","2022-02-16 00:42:00",NULL,"2022-04-15 11:27:00",1,"49.61","49.61",2,"99.22","0","20.51","false","false","Jackie","Call","AQ_1"
"GYB220215-5240-75172","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-16 01:22:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","Rinna","Chat","AQ_9"
"GYB220216-9780-48120","AU","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-16",NULL,"2022-02-16 04:34:00",NULL,NULL,36,"683.38","0.00",0,"683.38","0","0","false","false","Jackie","Call","AQ_7"
"GYB220216-4018-97119","GB","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-16",NULL,"2022-02-16 19:26:00",NULL,NULL,36,"683.77","0.00",0,"683.77","0","0","false","false","Biby","Chat","AQ_9"
"GYB220216-3843-67122","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-16 21:07:00",NULL,NULL,0,"96.85","52.15",0,"149.00","0","0","false","false","Esmee","Call","AQ_25"
"GYB220217-8578-93123","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-17 03:14:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","Megan","Chat","PDFSuite.CTA"
"GYB220217-1791-56133","CA","aq-gyb-support-24-month-plan-hi"," Support 24-month Plan","2022-02-17","2022-08-10","2022-02-17 05:23:00",NULL,NULL,24,"576.05","0.00",0,"576.05","0","0","false","false","Vicky","Call","AQ_1"
"GYB220217-9979-62120","US","aq-gyb-support-multiple-monthly"," Support Multiple Device Monthly Subscription","2022-02-17","2022-08-24","2022-02-17 17:32:00",NULL,"2022-08-17 12:08:00",1,"49.50","49.50",6,"99.00","0","74.82","false","false","Rodger","Call","AQ_25"
"GYB220217-2723-85130","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-17",NULL,"2022-02-17 18:07:00",NULL,NULL,36,"615.60","68.40",0,"684.00","0","0","false","false","Esmee","Call","AQ.Upgrade"
"GYB220217-1324-81112","US","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-17","2022-02-28","2022-02-17 19:34:00","2022-02-28 13:32:00",NULL,12,"432.00","0.00",0,"432.00","300.00","0","false","true","Olivia","Chat","AQ_9"
"GYB220217-1324-28136","US","aq-gyb-support-3-month-plan-lo"," Support 3-month Plan","2022-02-17","2022-06-17","2022-02-17 21:38:00",NULL,"2022-05-17 11:06:00",1,"139.30","59.70",1,"199.00","0","19.95","false","false","Rodger","Call","AQ_9"
"GYB220217-4827-85118","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-18 00:25:00",NULL,NULL,0,"96.85","52.15",0,"149.00","0","0","false","false","Jacob","Call","AQ_9"
"GYB220217-4103-59140","PA","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-17","2022-03-18","2022-02-18 00:41:00","2022-03-18 11:23:00",NULL,12,"432.00","0.00",0,"432.00","283.00","0","false","true","Nick","Call","AQ_9"
"GYB220217-7423-36114","US","aq-gyb-support-6-month-plan-lo"," Support 6-month Plan","2022-02-17","2022-11-17","2022-02-18 01:47:00",NULL,"2022-10-17 11:37:00",1,"199.20","49.80",3,"249.00","0","59.85","false","false","Nick","Call","AQ_9"
"GYB220218-1719-97110","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-18 06:33:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","Nick","Call","AQ_9"
"GYB220218-8715-39126","US","aq-gyb-support-24-month-plan-hi"," Support 24-month Plan","2022-02-18","2024-02-18","2022-02-18 17:02:00",NULL,NULL,24,"576.00","0.00",0,"576.00","0","0","false","false","Rodger","Call","AQ_1"
"GYB220218-7311-61120","US","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-18","2023-02-18","2022-02-18 19:54:00",NULL,NULL,12,"302.40","129.60",0,"432.00","0","0","false","false","Rodger","From Support","AQ.Upgrade"
"GYB220218-1719-79130","GB","gyb-support-36-month-plan"," Support 36-month plan","2022-02-18","2022-08-03","2022-02-18 21:17:00","2022-03-13 12:25:00","2022-06-27 11:23:00",1,"575.56","0.00",3,"575.56","372.83","57.77","false","true","n/a","n/a","n/a"
"GYB220218-6894-75107","US","aq-gyb-support-multiple-monthly"," Support Multiple Device Monthly Subscription","2022-02-18","2022-05-25","2022-02-18 22:19:00",NULL,"2022-04-20 17:42:00",1,"49.50","49.50",2,"99.00","0","24.94","false","false","Rodger","Call","AQ_9"
"GYB220218-6894-79140","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-18 23:42:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","Biby","Chat","AQ_9"
"GYB220219-7341-65119","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-19","2025-02-19","2022-02-19 03:32:00",NULL,NULL,36,"547.20","136.80",0,"684.00","0","0","false","false","n/a","n/a","n/a"
"GYB220219-3437-51117","GB","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-19",NULL,"2022-02-19 17:44:00",NULL,NULL,36,"683.91","0.00",0,"683.91","0","0","false","false","Jackie","Call","AQ_9"
"GYB220219-6643-67120","US","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-19","2022-03-01","2022-02-19 21:10:00",NULL,NULL,12,"432.00","0.00",0,"432.00","0","0","false","false","Jules","Chat","AQ_9"
"GYB220219-6894-98116","US","aq-gyb-support-3-month-plan-lo"," Support 3-month Plan","2022-02-19","2022-07-18","2022-02-19 22:00:00",NULL,"2022-06-19 12:01:00",1,"159.20","39.80",2,"199.00","0","39.9","false","false","Jackie","Call","AQ_9"
"GYB220219-6643-41143","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-19","2022-03-22","2022-02-19 22:47:00",NULL,NULL,1,"84.15","14.85",0,"99.00","0","0","false","false","Rodger","Call","AQ_9"
"GYB220219-6344-17113","AU","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-19","2022-03-19","2022-02-20 00:04:00",NULL,NULL,1,"84.24","14.87",0,"99.11","0","0","false","false","Rodger","Call","AQ_7"
"GYB220219-6643-35171","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-20 01:05:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","Ruby","Chat","AQ_9"
"GYB220220-6894-63128","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-20 20:42:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","n/a","n/a","n/a"
"GYB220220-7341-39112","AU","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-20 23:06:00",NULL,NULL,0,"74.67","74.67",0,"149.34","0","0","false","false","Jackie","Call","AQ_7"
"GYB220220-6894-55191","US","gyb-support-36-month-plan"," Support 36-month plan","2022-02-20",NULL,"2022-02-21 02:15:00",NULL,NULL,36,"576.00","0.00",0,"576.00","0","0","false","false","Rodger","Call","BF.Upgrade"
"GYB220220-6344-60136","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-21 02:21:00",NULL,NULL,0,"119.20","29.80",0,"149.00","0","0","false","false","Jules","Chat","AQ_9"
"GYB220221-6643-26110","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-21","2022-03-21","2022-02-21 05:13:00",NULL,NULL,1,"49.50","49.50",0,"99.00","0","0","false","false","Rodger","Call","AQ_9"
"GYB220221-9523-16124","AU","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-21","2023-03-21","2022-02-21 07:18:00",NULL,"2023-02-21 11:08:00",1,"302.56","129.67",1,"432.23","0","19.28","false","false","Rodger","Call","AQ_7"
"GYB220221-3925-60124","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-21","2022-03-21","2022-02-21 17:09:00",NULL,NULL,1,"49.50","49.50",0,"99.00","0","0","false","false","n/a","n/a","n/a"
"GYB220221-9523-20157","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-21",NULL,"2022-02-21 20:38:00","2022-02-25 16:45:00",NULL,36,"581.40","102.60",0,"684.00","500.00","0","false","true","n/a","n/a","n/a"
"GYB220221-3925-93142","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-21 20:52:00",NULL,NULL,0,"74.50","74.50",0,"149.00","0","0","false","false","n/a","n/a","n/a"
"GYB220221-7341-37129","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-21","2025-02-21","2022-02-21 21:33:00",NULL,NULL,36,"684.00","0.00",0,"684.00","0","0","false","false","n/a","n/a","n/a"
"GYB220221-3437-92119","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-22 00:51:00",NULL,NULL,0,"74.50","74.50",0,"149.00","0","0","false","false","Vicky","Call","AQ_1"
"GYB220222-3925-65102","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-22","2022-04-04","2022-02-22 03:16:00","2022-04-04 10:03:00",NULL,36,"513.00","171.00",0,"684.00","513.00","0","false","true","n/a","n/a","n/a"
"GYB220222-6643-85114","AU","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-22","2023-02-22","2022-02-22 05:55:00",NULL,NULL,12,"432.20","0.00",0,"432.20","0","0","false","false","n/a","n/a","n/a"
"GYB220222-3925-33137","US","aq-gyb-support-3-month-plan-lo"," Support 3-month Plan","2022-02-22","2022-05-29","2022-02-22 08:03:00",NULL,NULL,1,"199.00","0.00",0,"199.00","0","0","false","false","Keira","Chat","AQ_21"
"GYB220222-3437-47118","US","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-02-22","2023-03-22","2022-02-22 17:58:00",NULL,"2023-02-22 12:21:00",1,"285.60","50.40",1,"336.00","0","19.95","false","false","n/a","n/a","n/a"
"GYB220222-6643-83126","CA","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-22","2022-03-22","2022-02-22 21:20:00","2022-05-05 05:24:00",NULL,1,"99.22","0.00",0,"99.22","92.61","0","true","false","n/a","n/a","n/a"
"GYB220222-1825-75144","CA","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-22 22:18:00",NULL,NULL,0,"111.90","37.30",0,"149.20","0","0","false","false","n/a","n/a","n/a"
"GYB220222-7341-41104","CA","aq-gyb-support-multiple-monthly"," Support Multiple Device Monthly Subscription","2022-02-22","2022-03-22","2022-02-22 23:28:00",NULL,NULL,1,"99.22","0.00",0,"99.22","0","0","false","false","Rodger","Call","AQ_1"
"GYB220222-6643-97159","US","aq-gyb-support-multiple-monthly"," Support Multiple Device Monthly Subscription","2022-02-22","2022-02-22","2022-02-23 00:57:00",NULL,NULL,1,"64.35","34.65",0,"99.00","0","0","false","false","Nick","From Support","ByteFence.CTA"
"GYB220222-6643-97159","US","aq-gyb-support-multiple-monthly"," Support Multiple Device Monthly Subscription","2022-02-22","2022-02-22","2022-02-23 00:57:00",NULL,NULL,1,"64.35","34.65",0,"99.00","0","0","false","false","n/a","n/a","n/a"
"GYB220222-3925-79198","GB","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-22","2023-02-22","2022-02-23 01:20:00",NULL,NULL,12,"432.46","0.00",0,"432.46","0","0","false","false","n/a","n/a","n/a"
"GYB220222-3437-12141","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-22","2022-03-22","2022-02-23 02:16:00",NULL,NULL,1,"49.50","49.50",0,"99.00","0","0","false","false","n/a","n/a","n/a"
"GYB220223-6894-83113","US","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-23","2022-08-24","2022-02-23 22:05:00",NULL,NULL,12,"432.00","0.00",0,"432.00","0","0","false","false","n/a","n/a","n/a"
"GYB220223-7341-49130","US","aq-gyb-support-multiple-monthly"," Support Multiple Device Monthly Subscription","2022-02-23","2022-05-30","2022-02-23 23:12:00",NULL,"2022-04-23 13:02:00",1,"49.50","49.50",2,"99.00","0","24.94","false","false","Rodger","Call","AQ_9"
"GYB220224-6344-94127","US","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-24","2022-12-09","2022-02-24 03:32:00",NULL,NULL,12,"324.00","108.00",0,"432.00","0","0","false","false","n/a","n/a","n/a"
"GYB220224-9523-71127","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-24 05:05:00",NULL,NULL,0,"96.85","52.15",0,"149.00","0","0","false","false","n/a","n/a","n/a"
"GYB220224-3437-55128","CA","aq-gyb-support-6-month-plan-lo"," Support 6-month Plan","2022-02-24","2022-10-24","2022-02-24 20:25:00",NULL,"2022-09-24 13:58:00",1,"249.42","0.00",2,"249.42","0","39.22","false","false","Ruby","Ticket","AQ_21"
"GYB220224-7955-11142","CA","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-25 01:10:00",NULL,NULL,0,"74.68","74.68",0,"149.36","0","0","false","false","n/a","n/a","n/a"
"GYB220225-6849-52135","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-02-25",NULL,"2022-02-25 19:11:00",NULL,"2023-09-25 12:34:00",1,"49.50","49.50",19,"99.00","0","189.43","false","false","Jackie","Call","AQ_9"
"GYB220226-3969-68106","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-26 17:49:00",NULL,NULL,0,"74.50","74.50",0,"149.00","0","0","false","false","Vicky","Call","AQ_9"
"GYB220227-6206-73123","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-27","2025-02-27","2022-02-27 03:11:00",NULL,NULL,36,"684.00","0.00",0,"684.00","0","0","false","false","Jules","Chat","AQ_9"
"GYB220227-3240-47111","GB","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-27 10:10:00",NULL,NULL,0,"149.80","0.00",0,"149.80","0","0","false","false","n/a","n/a","n/a"
"GYB220227-6206-97164","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-02-27 22:08:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","n/a","n/a","n/a"
"GYB220227-3969-54123","US","gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-02-27",NULL,"2022-02-27 23:38:00",NULL,NULL,36,"547.20","136.80",0,"684.00","0","0","false","false","n/a","n/a","n/a"
"GYB220228-6206-73107","US","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-28","2025-08-08","2022-02-28 19:20:00",NULL,NULL,12,"302.40","129.60",0,"432.00","0","0","false","false","n/a","n/a","n/a"
"GYB220228-5377-43114","GB","aq-gyb-support-3-month-plan-lo"," Support 3-month Plan","2022-02-28","2022-06-11","2022-03-01 00:16:00",NULL,NULL,3,"199.56","0.00",0,"199.56","0","0","false","false","Keira","Chat","AQ_21"
"GYB220228-6849-15105","CA","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-02-28","2023-03-08","2022-03-01 00:23:00",NULL,NULL,12,"302.58","129.68",0,"432.26","0","0","false","false","n/a","n/a","n/a"
"GYB220301-3969-41127","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-03-01",NULL,"2022-03-01 09:36:00",NULL,NULL,36,"684.00","0.00",0,"684.00","0","0","false","false","Jules","Chat","AQ_9"
"GYB220301-6206-89120","IL","one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-03-01 14:22:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","Jules","Chat","AQ_9"
"GYB220301-3240-50125","CA","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-03-01",NULL,"2022-03-01 20:47:00",NULL,"2023-10-01 12:01:00",1,"99.26","0.00",17,"99.26","0","333.92","false","false","Jackie","Call","AQ.Upgrade"
"GYB220302-5377-65116","US","aq-gyb-support-3-month-plan-lo"," Support 3-month Plan","2022-03-02","2022-09-09","2022-03-02 04:13:00",NULL,"2022-08-02 15:17:00",1,"199.00","0.00",3,"199.00","0","59.85","false","false","Keira","Chat","AQ_21"
"GYB220302-3240-59133","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-03-02","2027-07-10","2022-03-02 17:55:00",NULL,NULL,36,"478.80","205.20",0,"684.00","0","0","false","false","Rodger","From Support","BF.Upgrade"
"GYB220303-7835-78112","SG","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-03-03","2025-03-03","2022-03-03 16:29:00",NULL,NULL,36,"580.85","102.50",0,"683.35","0","0","false","false","n/a","n/a","n/a"
"GYB220303-5377-72116","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-03-03 23:39:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","n/a","n/a","n/a"
"GYB220304-6849-18122","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-03-04 19:43:00","2022-03-04 16:11:00",NULL,0,"111.75","37.25",0,"149.00","111.75","0","false","true","Jackie","Call","AQ_25"
"GYB220304-7955-24111","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-03-04 23:39:00",NULL,NULL,0,"96.85","52.15",0,"149.00","0","0","false","false","Jackie","Call","AQ_9"
"GYB220304-5377-70126","US","aq-gyb-support-3-month-plan-lo"," Support 3-month Plan","2022-03-04","2023-06-04","2022-03-05 02:09:00",NULL,"2023-05-04 11:10:00",1,"149.25","49.75",12,"199.00","0","239.4","false","false","Jackie","Call","AQ_9"
"GYB220304-3969-90145","US","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-03-04","2023-10-13","2022-03-05 02:41:00",NULL,"2023-10-04 12:42:00",1,"345.60","86.40",8,"432.00","0","159.6","false","false","Jules","Chat","AQ_9"
"GYB220305-3969-90131","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-03-05 22:32:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","n/a","n/a","n/a"
"GYB220306-6206-92115","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-03-06 16:08:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","n/a","n/a","n/a"
"GYB220306-7835-66111","US","aq-gyb-support-3-month-plan-lo"," Support 3-month Plan","2022-03-06","2022-08-06","2022-03-06 23:20:00",NULL,"2022-07-06 12:28:00",1,"199.00","0.00",2,"199.00","0","39.9","false","false","Keira","Chat","AQ_21"
"GYB220306-5675-78115","US","aq-gyb-support-multiple-monthly"," Support Multiple Device Monthly Subscription","2022-03-06","2022-03-14","2022-03-07 02:10:00",NULL,NULL,1,"79.20","19.80",0,"99.00","0","0","false","false","Vicky","Call","AQ_9"
"GYB220307-6206-11131","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-03-07",NULL,"2022-03-07 04:48:00",NULL,NULL,36,"684.00","0.00",0,"684.00","0","0","false","false","Jules","Chat","AQ_9"
"GYB220307-3969-17116","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-03-07","2022-04-11","2022-03-07 15:12:00","2022-04-11 10:41:00",NULL,36,"684.00","0.00",0,"684.00","535.00","0","false","true","n/a","n/a","n/a"
"GYB220307-3969-71174","US","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-03-07",NULL,"2022-03-08 02:25:00",NULL,"2023-10-07 13:48:00",1,"432.00","0.00",8,"432.00","0","159.6","false","false","n/a","n/a","n/a"
"GYB220308-5675-30119","US","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-03-08","2023-05-08","2022-03-08 04:20:00",NULL,"2023-04-08 12:05:00",1,"432.00","0.00",2,"432.00","0","39.9","false","false","n/a","n/a","n/a"
"GYB220308-5675-46158","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-03-08 07:37:00",NULL,NULL,0,"96.85","52.15",0,"149.00","0","0","false","false","Jackie","Call","AQ_9"
"GYB220308-7955-34117","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-03-08 17:15:00",NULL,NULL,0,"149.00","0.00",0,"149.00","0","0","false","false","n/a","n/a","n/a"
"GYB220308-5377-94125","CA","aq-gyb-support-12-month-plan-hi"," Support 12-month Plan","2022-03-08","2023-03-15","2022-03-08 18:02:00",NULL,NULL,1,"323.66","107.89",0,"431.55","0","0","false","false","n/a","n/a","n/a"
"GYB220308-5837-29131","UA","aq-gyb-support-12-month-plan"," Support 12-month plan","2022-03-08",NULL,"2022-03-08 19:39:00",NULL,"2022-03-08 19:47:00",1,"336.00","0.00",1,"336.00","0","19.95","false","false","n/a","n/a","n/a"
"GYB220308-5675-51176","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-03-08",NULL,"2022-03-08 20:32:00",NULL,"2023-10-08 12:50:00",1,"79.20","19.80",19,"99.00","0","379.05","false","false","n/a","n/a","n/a"
"GYB220309-7835-43137","US","aq-one-time-pc-support"," Support One Time PC Support ",NULL,NULL,"2022-03-09 20:07:00",NULL,NULL,0,"96.85","52.15",0,"149.00","0","0","false","false","Jackie","Call","AQ_9"
"GYB220309-5377-23103","US","aq-gyb-support-36-month-plan-hi"," Support 36-month Plan","2022-03-09",NULL,"2022-03-09 20:30:00",NULL,NULL,36,"513.00","171.00",0,"684.00","0","0","false","false","Rodger","Call","AQ_9"
"GYB220309-7835-25156","US","aq-gyb-support-multiple-monthly"," Support Multiple Device Monthly Subscription","2022-03-09","2022-07-09","2022-03-09 20:55:00",NULL,"2022-06-09 12:50:00",1,"99.00","0.00",3,"99.00","0","74.85","false","false","Jules","Chat","AQ_9"
"GYB220309-7955-90110","US","aq-gyb-support-single-monthly"," Support Single Device Monthly Subscription","2022-03-09","2022-06-03","2022-03-09 21:46:00",NULL,"2022-05-09 14:35:00",1,"49.50","49.50",2,"99.00","0","19.94","false","false","Rodger","Call","AQ_9"
