"reference_id","product_name","country","campaign_name","source","sales_agent_name","company_revenue","total_rebill_amount","number_of_rebills","returned_amount","discount_amount","total_amount","order_date_kyiv","order_date_utc","order_date_ny","return_date_kyiv","return_date_utc","return_date_ny","days_to_return"
"GYB220212-5240-72122"," Support 12-month Plan","US","AQ_9","Call","Esmee","324.00","0",0,"0","108.00","324.00","2022-02-12 05:22:00","2022-02-12 03:22:00","2022-02-11 22:22:00",NULL,NULL,NULL,NULL
"GYB220212-7843-23149"," Support 6-month Plan","US","AQ_9","Call","Esmee","308.85","59.85",3,"0","0.00","249.00","2022-02-12 22:27:00","2022-02-12 20:27:00","2022-02-12 15:27:00",NULL,NULL,NULL,NULL
"GYB220212-7843-92119"," Support One Time PC Support ","US","AQ_9","Chat","Biby","149.00","0",0,"0","0.00","149.00","2022-02-12 08:24:00","2022-02-12 06:24:00","2022-02-12 01:24:00",NULL,NULL,NULL,NULL
"GYB220213-1230-82119"," Support Single Device Monthly Subscription","CA","AQ_1","Call","Jackie","99.28","0",0,"0","0.00","99.28","2022-02-13 21:16:00","2022-02-13 19:16:00","2022-02-13 14:16:00",NULL,NULL,NULL,NULL
"GYB220213-1469-14128"," Support 12-month Plan","US","AQ_9","Chat","Jules","432.00","0",0,"0","0.00","432.00","2022-02-13 16:57:00","2022-02-13 14:57:00","2022-02-13 09:57:00",NULL,NULL,NULL,NULL
"GYB220213-1596-48133"," Support 24-month Plan","US","AQ_9","Call","Rodger","576.00","0",0,"0","0.00","576.00","2022-02-13 22:34:00","2022-02-13 20:34:00","2022-02-13 15:34:00",NULL,NULL,NULL,NULL
"GYB220213-3843-45125"," Support 36-month Plan","US","AQ_9","Chat","Olivia","684.00","0",0,"0","0.00","684.00","2022-02-14 01:10:00","2022-02-13 23:10:00","2022-02-13 18:10:00",NULL,NULL,NULL,NULL
"GYB220213-5240-26132"," Support Single Device Monthly Subscription","US","AQ_9","Call","Esmee","0.00","0",0,"64.35","34.65","64.35","2022-02-13 03:46:00","2022-02-13 01:46:00","2022-02-12 20:46:00","2022-02-14 14:39:00","2022-02-14 12:39:00","2022-02-14 07:39:00","1"
"GYB220213-6036-64129"," Support One Time PC Support ","US","AQ_9","Call","Esmee","74.50","0",0,"0","74.50","74.50","2022-02-13 19:05:00","2022-02-13 17:05:00","2022-02-13 12:05:00",NULL,NULL,NULL,NULL
"GYB220214-1469-52121"," Support One Time PC Support ","US","AQ_9","Chat","Jules","149.00","0",0,"0","0.00","149.00","2022-02-15 01:18:00","2022-02-14 23:18:00","2022-02-14 18:18:00",NULL,NULL,NULL,NULL
"GYB220214-1469-56156"," Support Single Device Monthly Subscription","CA","AQ_1","Call","Jackie","49.64","0",0,"0","49.64","49.64","2022-02-15 01:22:00","2022-02-14 23:22:00","2022-02-14 18:22:00",NULL,NULL,NULL,NULL
"GYB220214-6036-21125"," Support 36-month Plan","US","AQ_9","Call","Jackie","684.00","0",0,"0","0.00","684.00","2022-02-14 18:38:00","2022-02-14 16:38:00","2022-02-14 11:38:00",NULL,NULL,NULL,NULL
"GYB220214-6036-72107"," Support One Time PC Support ","US","n/a","n/a","n/a","96.85","0",0,"0","52.15","96.85","2022-02-14 16:59:00","2022-02-14 14:59:00","2022-02-14 09:59:00",NULL,NULL,NULL,NULL
"GYB220215-1469-62125"," Support 24-month Plan","US","AQ_9","Call","Vicky","276.00","0",0,"300.00","0.00","576.00","2022-02-15 22:28:00","2022-02-15 20:28:00","2022-02-15 15:28:00","2022-04-07 11:08:00","2022-04-07 08:08:00","2022-04-07 04:08:00","50"
"GYB220215-1596-15110"," Support 36-month Plan","US","AQ_9","Call","Jayce","0.00","0",0,"684.00","0.00","684.00","2022-02-15 20:03:00","2022-02-15 18:03:00","2022-02-15 13:03:00","2022-02-24 08:02:00","2022-02-24 06:02:00","2022-02-24 01:02:00","8"
"GYB220215-5240-75172"," Support One Time PC Support ","US","AQ_9","Chat","Rinna","149.00","0",0,"0","0.00","149.00","2022-02-16 01:22:00","2022-02-15 23:22:00","2022-02-15 18:22:00",NULL,NULL,NULL,NULL
"GYB220215-5240-93129"," Support Single Device Monthly Subscription","CA","AQ_1","Call","Jackie","70.12","20.51",2,"0","49.61","49.61","2022-02-16 00:42:00","2022-02-15 22:42:00","2022-02-15 17:42:00",NULL,NULL,NULL,NULL
"GYB220216-3843-67122"," Support One Time PC Support ","US","AQ_25","Call","Esmee","96.85","0",0,"0","52.15","96.85","2022-02-16 21:07:00","2022-02-16 19:07:00","2022-02-16 14:07:00",NULL,NULL,NULL,NULL
"GYB220216-4018-97119"," Support 36-month Plan","GB","AQ_9","Chat","Biby","683.77","0",0,"0","0.00","683.77","2022-02-16 19:26:00","2022-02-16 17:26:00","2022-02-16 12:26:00",NULL,NULL,NULL,NULL
"GYB220216-9780-48120"," Support 36-month Plan","AU","AQ_7","Call","Jackie","683.38","0",0,"0","0.00","683.38","2022-02-16 04:34:00","2022-02-16 02:34:00","2022-02-15 21:34:00",NULL,NULL,NULL,NULL
"GYB220217-1324-28136"," Support 3-month Plan","US","AQ_9","Call","Rodger","159.25","19.95",1,"0","59.70","139.30","2022-02-17 21:38:00","2022-02-17 19:38:00","2022-02-17 14:38:00",NULL,NULL,NULL,NULL
"GYB220217-1324-81112"," Support 12-month Plan","US","AQ_9","Chat","Olivia","132.00","0",0,"300.00","0.00","432.00","2022-02-17 19:34:00","2022-02-17 17:34:00","2022-02-17 12:34:00","2022-02-28 13:32:00","2022-02-28 11:32:00","2022-02-28 06:32:00","10"
"GYB220217-1791-56133"," Support 24-month Plan","CA","AQ_1","Call","Vicky","576.05","0",0,"0","0.00","576.05","2022-02-17 05:23:00","2022-02-17 03:23:00","2022-02-16 22:23:00",NULL,NULL,NULL,NULL
"GYB220217-2723-85130"," Support 36-month Plan","US","AQ.Upgrade","Call","Esmee","615.60","0",0,"0","68.40","615.60","2022-02-17 18:07:00","2022-02-17 16:07:00","2022-02-17 11:07:00",NULL,NULL,NULL,NULL
"GYB220217-4103-59140"," Support 12-month Plan","PA","AQ_9","Call","Nick","149.00","0",0,"283.00","0.00","432.00","2022-02-18 00:41:00","2022-02-17 22:41:00","2022-02-17 17:41:00","2022-03-18 11:23:00","2022-03-18 09:23:00","2022-03-18 05:23:00","28"
"GYB220217-4827-85118"," Support One Time PC Support ","US","AQ_9","Call","Jacob","96.85","0",0,"0","52.15","96.85","2022-02-18 00:25:00","2022-02-17 22:25:00","2022-02-17 17:25:00",NULL,NULL,NULL,NULL
"GYB220217-7423-36114"," Support 6-month Plan","US","AQ_9","Call","Nick","259.05","59.85",3,"0","49.80","199.20","2022-02-18 01:47:00","2022-02-17 23:47:00","2022-02-17 18:47:00",NULL,NULL,NULL,NULL
"GYB220217-8578-93123"," Support One Time PC Support ","US","PDFSuite.CTA","Chat","Megan","149.00","0",0,"0","0.00","149.00","2022-02-17 03:14:00","2022-02-17 01:14:00","2022-02-16 20:14:00",NULL,NULL,NULL,NULL
"GYB220217-9979-62120"," Support Multiple Device Monthly Subscription","US","AQ_25","Call","Rodger","124.32","74.82",6,"0","49.50","49.50","2022-02-17 17:32:00","2022-02-17 15:32:00","2022-02-17 10:32:00",NULL,NULL,NULL,NULL
"GYB220218-1719-79130"," Support 36-month plan","GB","n/a","n/a","n/a","260.50","57.77",3,"372.83","0.00","575.56","2022-02-18 21:17:00","2022-02-18 19:17:00","2022-02-18 14:17:00","2022-03-13 12:25:00","2022-03-13 10:25:00","2022-03-13 06:25:00","22"
"GYB220218-1719-97110"," Support One Time PC Support ","US","AQ_9","Call","Nick","149.00","0",0,"0","0.00","149.00","2022-02-18 06:33:00","2022-02-18 04:33:00","2022-02-17 23:33:00",NULL,NULL,NULL,NULL
"GYB220218-6894-75107"," Support Multiple Device Monthly Subscription","US","AQ_9","Call","Rodger","74.44","24.94",2,"0","49.50","49.50","2022-02-18 22:19:00","2022-02-18 20:19:00","2022-02-18 15:19:00",NULL,NULL,NULL,NULL
"GYB220218-6894-79140"," Support One Time PC Support ","US","AQ_9","Chat","Biby","149.00","0",0,"0","0.00","149.00","2022-02-18 23:42:00","2022-02-18 21:42:00","2022-02-18 16:42:00",NULL,NULL,NULL,NULL
"GYB220218-7311-61120"," Support 12-month Plan","US","AQ.Upgrade","From Support","Rodger","302.40","0",0,"0","129.60","302.40","2022-02-18 19:54:00","2022-02-18 17:54:00","2022-02-18 12:54:00",NULL,NULL,NULL,NULL
"GYB220218-8715-39126"," Support 24-month Plan","US","AQ_1","Call","Rodger","576.00","0",0,"0","0.00","576.00","2022-02-18 17:02:00","2022-02-18 15:02:00","2022-02-18 10:02:00",NULL,NULL,NULL,NULL
"GYB220219-3437-51117"," Support 36-month Plan","GB","AQ_9","Call","Jackie","683.91","0",0,"0","0.00","683.91","2022-02-19 17:44:00","2022-02-19 15:44:00","2022-02-19 10:44:00",NULL,NULL,NULL,NULL
"GYB220219-6344-17113"," Support Single Device Monthly Subscription","AU","AQ_7","Call","Rodger","84.24","0",0,"0","14.87","84.24","2022-02-20 00:04:00","2022-02-19 22:04:00","2022-02-19 17:04:00",NULL,NULL,NULL,NULL
"GYB220219-6643-35171"," Support One Time PC Support ","US","AQ_9","Chat","Ruby","149.00","0",0,"0","0.00","149.00","2022-02-20 01:05:00","2022-02-19 23:05:00","2022-02-19 18:05:00",NULL,NULL,NULL,NULL
"GYB220219-6643-41143"," Support Single Device Monthly Subscription","US","AQ_9","Call","Rodger","84.15","0",0,"0","14.85","84.15","2022-02-19 22:47:00","2022-02-19 20:47:00","2022-02-19 15:47:00",NULL,NULL,NULL,NULL
"GYB220219-6643-67120"," Support 12-month Plan","US","AQ_9","Chat","Jules","432.00","0",0,"0","0.00","432.00","2022-02-19 21:10:00","2022-02-19 19:10:00","2022-02-19 14:10:00",NULL,NULL,NULL,NULL
"GYB220219-6894-98116"," Support 3-month Plan","US","AQ_9","Call","Jackie","199.10","39.9",2,"0","39.80","159.20","2022-02-19 22:00:00","2022-02-19 20:00:00","2022-02-19 15:00:00",NULL,NULL,NULL,NULL
"GYB220219-7341-65119"," Support 36-month Plan","US","n/a","n/a","n/a","547.20","0",0,"0","136.80","547.20","2022-02-19 03:32:00","2022-02-19 01:32:00","2022-02-18 20:32:00",NULL,NULL,NULL,NULL
"GYB220220-6344-60136"," Support One Time PC Support ","US","AQ_9","Chat","Jules","119.20","0",0,"0","29.80","119.20","2022-02-21 02:21:00","2022-02-21 00:21:00","2022-02-20 19:21:00",NULL,NULL,NULL,NULL
"GYB220220-6894-55191"," Support 36-month plan","US","BF.Upgrade","Call","Rodger","576.00","0",0,"0","0.00","576.00","2022-02-21 02:15:00","2022-02-21 00:15:00","2022-02-20 19:15:00",NULL,NULL,NULL,NULL
"GYB220220-6894-63128"," Support One Time PC Support ","US","n/a","n/a","n/a","149.00","0",0,"0","0.00","149.00","2022-02-20 20:42:00","2022-02-20 18:42:00","2022-02-20 13:42:00",NULL,NULL,NULL,NULL
"GYB220220-7341-39112"," Support One Time PC Support ","AU","AQ_7","Call","Jackie","74.67","0",0,"0","74.67","74.67","2022-02-20 23:06:00","2022-02-20 21:06:00","2022-02-20 16:06:00",NULL,NULL,NULL,NULL
"GYB220221-3437-92119"," Support One Time PC Support ","US","AQ_1","Call","Vicky","74.50","0",0,"0","74.50","74.50","2022-02-22 00:51:00","2022-02-21 22:51:00","2022-02-21 17:51:00",NULL,NULL,NULL,NULL
"GYB220221-3925-60124"," Support Single Device Monthly Subscription","US","n/a","n/a","n/a","49.50","0",0,"0","49.50","49.50","2022-02-21 17:09:00","2022-02-21 15:09:00","2022-02-21 10:09:00",NULL,NULL,NULL,NULL
"GYB220221-3925-93142"," Support One Time PC Support ","US","n/a","n/a","n/a","74.50","0",0,"0","74.50","74.50","2022-02-21 20:52:00","2022-02-21 18:52:00","2022-02-21 13:52:00",NULL,NULL,NULL,NULL
"GYB220221-6643-26110"," Support Single Device Monthly Subscription","US","AQ_9","Call","Rodger","49.50","0",0,"0","49.50","49.50","2022-02-21 05:13:00","2022-02-21 03:13:00","2022-02-20 22:13:00",NULL,NULL,NULL,NULL
"GYB220221-7341-37129"," Support 36-month Plan","US","n/a","n/a","n/a","684.00","0",0,"0","0.00","684.00","2022-02-21 21:33:00","2022-02-21 19:33:00","2022-02-21 14:33:00",NULL,NULL,NULL,NULL
"GYB220221-9523-16124"," Support 12-month Plan","AU","AQ_7","Call","Rodger","321.84","19.28",1,"0","129.67","302.56","2022-02-21 07:18:00","2022-02-21 05:18:00","2022-02-21 00:18:00",NULL,NULL,NULL,NULL
"GYB220221-9523-20157"," Support 36-month Plan","US","n/a","n/a","n/a","81.40","0",0,"500.00","102.60","581.40","2022-02-21 20:38:00","2022-02-21 18:38:00","2022-02-21 13:38:00","2022-02-25 16:45:00","2022-02-25 14:45:00","2022-02-25 09:45:00","3"
"GYB220222-1825-75144"," Support One Time PC Support ","CA","n/a","n/a","n/a","111.90","0",0,"0","37.30","111.90","2022-02-22 22:18:00","2022-02-22 20:18:00","2022-02-22 15:18:00",NULL,NULL,NULL,NULL
"GYB220222-3437-12141"," Support Single Device Monthly Subscription","US","n/a","n/a","n/a","49.50","0",0,"0","49.50","49.50","2022-02-23 02:16:00","2022-02-23 00:16:00","2022-02-22 19:16:00",NULL,NULL,NULL,NULL
"GYB220222-3437-47118"," Support 12-month plan","US","n/a","n/a","n/a","305.55","19.95",1,"0","50.40","285.60","2022-02-22 17:58:00","2022-02-22 15:58:00","2022-02-22 10:58:00",NULL,NULL,NULL,NULL
"GYB220222-3925-33137"," Support 3-month Plan","US","AQ_21","Chat","Keira","199.00","0",0,"0","0.00","199.00","2022-02-22 08:03:00","2022-02-22 06:03:00","2022-02-22 01:03:00",NULL,NULL,NULL,NULL
"GYB220222-3925-65102"," Support 36-month Plan","US","n/a","n/a","n/a","0.00","0",0,"513.00","171.00","513.00","2022-02-22 03:16:00","2022-02-22 01:16:00","2022-02-21 20:16:00","2022-04-04 10:03:00","2022-04-04 07:03:00","2022-04-04 03:03:00","41"
"GYB220222-3925-79198"," Support 12-month Plan","GB","n/a","n/a","n/a","432.46","0",0,"0","0.00","432.46","2022-02-23 01:20:00","2022-02-22 23:20:00","2022-02-22 18:20:00",NULL,NULL,NULL,NULL
"GYB220222-6643-83126"," Support Single Device Monthly Subscription","CA","n/a","n/a","n/a","6.61","0",0,"92.61","0.00","99.22","2022-02-22 21:20:00","2022-02-22 19:20:00","2022-02-22 14:20:00","2022-05-05 05:24:00","2022-05-05 02:24:00","2022-05-04 22:24:00","71"
"GYB220222-6643-85114"," Support 12-month Plan","AU","n/a","n/a","n/a","432.20","0",0,"0","0.00","432.20","2022-02-22 05:55:00","2022-02-22 03:55:00","2022-02-21 22:55:00",NULL,NULL,NULL,NULL
"GYB220222-6643-97159"," Support Multiple Device Monthly Subscription","US","ByteFence.CTA","From Support","Nick","64.35","0",0,"0","34.65","64.35","2022-02-23 00:57:00","2022-02-22 22:57:00","2022-02-22 17:57:00",NULL,NULL,NULL,NULL
"GYB220222-7341-41104"," Support Multiple Device Monthly Subscription","CA","AQ_1","Call","Rodger","99.22","0",0,"0","0.00","99.22","2022-02-22 23:28:00","2022-02-22 21:28:00","2022-02-22 16:28:00",NULL,NULL,NULL,NULL
"GYB220223-6894-83113"," Support 12-month Plan","US","n/a","n/a","n/a","432.00","0",0,"0","0.00","432.00","2022-02-23 22:05:00","2022-02-23 20:05:00","2022-02-23 15:05:00",NULL,NULL,NULL,NULL
"GYB220223-7341-49130"," Support Multiple Device Monthly Subscription","US","AQ_9","Call","Rodger","74.44","24.94",2,"0","49.50","49.50","2022-02-23 23:12:00","2022-02-23 21:12:00","2022-02-23 16:12:00",NULL,NULL,NULL,NULL
"GYB220224-3437-55128"," Support 6-month Plan","CA","AQ_21","Ticket","Ruby","288.64","39.22",2,"0","0.00","249.42","2022-02-24 20:25:00","2022-02-24 18:25:00","2022-02-24 13:25:00",NULL,NULL,NULL,NULL
"GYB220224-6344-94127"," Support 12-month Plan","US","n/a","n/a","n/a","324.00","0",0,"0","108.00","324.00","2022-02-24 03:32:00","2022-02-24 01:32:00","2022-02-23 20:32:00",NULL,NULL,NULL,NULL
"GYB220224-7955-11142"," Support One Time PC Support ","CA","n/a","n/a","n/a","74.68","0",0,"0","74.68","74.68","2022-02-25 01:10:00","2022-02-24 23:10:00","2022-02-24 18:10:00",NULL,NULL,NULL,NULL
"GYB220224-9523-71127"," Support One Time PC Support ","US","n/a","n/a","n/a","96.85","0",0,"0","52.15","96.85","2022-02-24 05:05:00","2022-02-24 03:05:00","2022-02-23 22:05:00",NULL,NULL,NULL,NULL
"GYB220225-6849-52135"," Support Single Device Monthly Subscription","US","AQ_9","Call","Jackie","238.93","189.43",19,"0","49.50","49.50","2022-02-25 19:11:00","2022-02-25 17:11:00","2022-02-25 12:11:00",NULL,NULL,NULL,NULL
"GYB220226-3969-68106"," Support One Time PC Support ","US","AQ_9","Call","Vicky","74.50","0",0,"0","74.50","74.50","2022-02-26 17:49:00","2022-02-26 15:49:00","2022-02-26 10:49:00",NULL,NULL,NULL,NULL
"GYB220227-3240-47111"," Support One Time PC Support ","GB","n/a","n/a","n/a","149.80","0",0,"0","0.00","149.80","2022-02-27 10:10:00","2022-02-27 08:10:00","2022-02-27 03:10:00",NULL,NULL,NULL,NULL
"GYB220227-3969-54123"," Support 36-month Plan","US","n/a","n/a","n/a","547.20","0",0,"0","136.80","547.20","2022-02-27 23:38:00","2022-02-27 21:38:00","2022-02-27 16:38:00",NULL,NULL,NULL,NULL
"GYB220227-6206-73123"," Support 36-month Plan","US","AQ_9","Chat","Jules","684.00","0",0,"0","0.00","684.00","2022-02-27 03:11:00","2022-02-27 01:11:00","2022-02-26 20:11:00",NULL,NULL,NULL,NULL
"GYB220227-6206-97164"," Support One Time PC Support ","US","n/a","n/a","n/a","149.00","0",0,"0","0.00","149.00","2022-02-27 22:08:00","2022-02-27 20:08:00","2022-02-27 15:08:00",NULL,NULL,NULL,NULL
"GYB220228-5377-43114"," Support 3-month Plan","GB","AQ_21","Chat","Keira","199.56","0",0,"0","0.00","199.56","2022-03-01 00:16:00","2022-02-28 22:16:00","2022-02-28 17:16:00",NULL,NULL,NULL,NULL
"GYB220228-6206-73107"," Support 12-month Plan","US","n/a","n/a","n/a","302.40","0",0,"0","129.60","302.40","2022-02-28 19:20:00","2022-02-28 17:20:00","2022-02-28 12:20:00",NULL,NULL,NULL,NULL
"GYB220228-6849-15105"," Support 12-month Plan","CA","n/a","n/a","n/a","302.58","0",0,"0","129.68","302.58","2022-03-01 00:23:00","2022-02-28 22:23:00","2022-02-28 17:23:00",NULL,NULL,NULL,NULL
"GYB220301-3240-50125"," Support Single Device Monthly Subscription","CA","AQ.Upgrade","Call","Jackie","433.18","333.92",17,"0","0.00","99.26","2022-03-01 20:47:00","2022-03-01 18:47:00","2022-03-01 13:47:00",NULL,NULL,NULL,NULL
"GYB220301-3969-41127"," Support 36-month Plan","US","AQ_9","Chat","Jules","684.00","0",0,"0","0.00","684.00","2022-03-01 09:36:00","2022-03-01 07:36:00","2022-03-01 02:36:00",NULL,NULL,NULL,NULL
"GYB220301-6206-89120"," Support One Time PC Support ","IL","AQ_9","Chat","Jules","149.00","0",0,"0","0.00","149.00","2022-03-01 14:22:00","2022-03-01 12:22:00","2022-03-01 07:22:00",NULL,NULL,NULL,NULL
"GYB220302-3240-59133"," Support 36-month Plan","US","BF.Upgrade","From Support","Rodger","478.80","0",0,"0","205.20","478.80","2022-03-02 17:55:00","2022-03-02 15:55:00","2022-03-02 10:55:00",NULL,NULL,NULL,NULL
"GYB220302-5377-65116"," Support 3-month Plan","US","AQ_21","Chat","Keira","258.85","59.85",3,"0","0.00","199.00","2022-03-02 04:13:00","2022-03-02 02:13:00","2022-03-01 21:13:00",NULL,NULL,NULL,NULL
"GYB220303-5377-72116"," Support One Time PC Support ","US","n/a","n/a","n/a","149.00","0",0,"0","0.00","149.00","2022-03-03 23:39:00","2022-03-03 21:39:00","2022-03-03 16:39:00",NULL,NULL,NULL,NULL
"GYB220303-7835-78112"," Support 36-month Plan","SG","n/a","n/a","n/a","580.85","0",0,"0","102.50","580.85","2022-03-03 16:29:00","2022-03-03 14:29:00","2022-03-03 09:29:00",NULL,NULL,NULL,NULL
"GYB220304-3969-90145"," Support 12-month Plan","US","AQ_9","Chat","Jules","505.20","159.6",8,"0","86.40","345.60","2022-03-05 02:41:00","2022-03-05 00:41:00","2022-03-04 19:41:00",NULL,NULL,NULL,NULL
"GYB220304-5377-70126"," Support 3-month Plan","US","AQ_9","Call","Jackie","388.65","239.4",12,"0","49.75","149.25","2022-03-05 02:09:00","2022-03-05 00:09:00","2022-03-04 19:09:00",NULL,NULL,NULL,NULL
"GYB220304-6849-18122"," Support One Time PC Support ","US","AQ_25","Call","Jackie","0.00","0",0,"111.75","37.25","111.75","2022-03-04 19:43:00","2022-03-04 17:43:00","2022-03-04 12:43:00","2022-03-04 16:11:00","2022-03-04 14:11:00","2022-03-04 09:11:00","0"
"GYB220304-7955-24111"," Support One Time PC Support ","US","AQ_9","Call","Jackie","96.85","0",0,"0","52.15","96.85","2022-03-04 23:39:00","2022-03-04 21:39:00","2022-03-04 16:39:00",NULL,NULL,NULL,NULL
"GYB220305-3969-90131"," Support One Time PC Support ","US","n/a","n/a","n/a","149.00","0",0,"0","0.00","149.00","2022-03-05 22:32:00","2022-03-05 20:32:00","2022-03-05 15:32:00",NULL,NULL,NULL,NULL
"GYB220306-5675-78115"," Support Multiple Device Monthly Subscription","US","AQ_9","Call","Vicky","79.20","0",0,"0","19.80","79.20","2022-03-07 02:10:00","2022-03-07 00:10:00","2022-03-06 19:10:00",NULL,NULL,NULL,NULL
"GYB220306-6206-92115"," Support One Time PC Support ","US","n/a","n/a","n/a","149.00","0",0,"0","0.00","149.00","2022-03-06 16:08:00","2022-03-06 14:08:00","2022-03-06 09:08:00",NULL,NULL,NULL,NULL
"GYB220306-7835-66111"," Support 3-month Plan","US","AQ_21","Chat","Keira","238.90","39.9",2,"0","0.00","199.00","2022-03-06 23:20:00","2022-03-06 21:20:00","2022-03-06 16:20:00",NULL,NULL,NULL,NULL
"GYB220307-3969-17116"," Support 36-month Plan","US","n/a","n/a","n/a","149.00","0",0,"535.00","0.00","684.00","2022-03-07 15:12:00","2022-03-07 13:12:00","2022-03-07 08:12:00","2022-04-11 10:41:00","2022-04-11 07:41:00","2022-04-11 03:41:00","34"
"GYB220307-3969-71174"," Support 12-month Plan","US","n/a","n/a","n/a","591.60","159.6",8,"0","0.00","432.00","2022-03-08 02:25:00","2022-03-08 00:25:00","2022-03-07 19:25:00",NULL,NULL,NULL,NULL
"GYB220307-6206-11131"," Support 36-month Plan","US","AQ_9","Chat","Jules","684.00","0",0,"0","0.00","684.00","2022-03-07 04:48:00","2022-03-07 02:48:00","2022-03-06 21:48:00",NULL,NULL,NULL,NULL
"GYB220308-5377-94125"," Support 12-month Plan","CA","n/a","n/a","n/a","323.66","0",0,"0","107.89","323.66","2022-03-08 18:02:00","2022-03-08 16:02:00","2022-03-08 11:02:00",NULL,NULL,NULL,NULL
"GYB220308-5675-30119"," Support 12-month Plan","US","n/a","n/a","n/a","471.90","39.9",2,"0","0.00","432.00","2022-03-08 04:20:00","2022-03-08 02:20:00","2022-03-07 21:20:00",NULL,NULL,NULL,NULL
"GYB220308-5675-46158"," Support One Time PC Support ","US","AQ_9","Call","Jackie","96.85","0",0,"0","52.15","96.85","2022-03-08 07:37:00","2022-03-08 05:37:00","2022-03-08 00:37:00",NULL,NULL,NULL,NULL
"GYB220308-5675-51176"," Support Single Device Monthly Subscription","US","n/a","n/a","n/a","458.25","379.05",19,"0","19.80","79.20","2022-03-08 20:32:00","2022-03-08 18:32:00","2022-03-08 13:32:00",NULL,NULL,NULL,NULL
"GYB220308-5837-29131"," Support 12-month plan","UA","n/a","n/a","n/a","355.95","19.95",1,"0","0.00","336.00","2022-03-08 19:39:00","2022-03-08 17:39:00","2022-03-08 12:39:00",NULL,NULL,NULL,NULL
"GYB220308-7955-34117"," Support One Time PC Support ","US","n/a","n/a","n/a","149.00","0",0,"0","0.00","149.00","2022-03-08 17:15:00","2022-03-08 15:15:00","2022-03-08 10:15:00",NULL,NULL,NULL,NULL
"GYB220309-5377-12149"," Support 12-month Plan","US","n/a","n/a","n/a","302.40","0",0,"0","129.60","302.40","2022-03-10 02:38:00","2022-03-10 00:38:00","2022-03-09 19:38:00",NULL,NULL,NULL,NULL
"GYB220309-5377-23103"," Support 36-month Plan","US","AQ_9","Call","Rodger","513.00","0",0,"0","171.00","513.00","2022-03-09 20:30:00","2022-03-09 18:30:00","2022-03-09 13:30:00",NULL,NULL,NULL,NULL
"GYB220309-6206-26109"," Support 12-month Plan","PR","AQ_9","Chat","Jules","491.85","59.85",3,"0","0.00","432.00","2022-03-09 22:52:00","2022-03-09 20:52:00","2022-03-09 15:52:00",NULL,NULL,NULL,NULL
"GYB220309-7835-25156"," Support Multiple Device Monthly Subscription","US","AQ_9","Chat","Jules","173.85","74.85",3,"0","0.00","99.00","2022-03-09 20:55:00","2022-03-09 18:55:00","2022-03-09 13:55:00",NULL,NULL,NULL,NULL
"GYB220309-7835-43137"," Support One Time PC Support ","US","AQ_9","Call","Jackie","96.85","0",0,"0","52.15","96.85","2022-03-09 20:07:00","2022-03-09 18:07:00","2022-03-09 13:07:00",NULL,NULL,NULL,NULL
"GYB220309-7835-70196"," Support 36-month plan","US","AQ.Upgrade","Call","Rodger","576.00","0",0,"0","0.00","576.00","2022-03-10 01:22:00","2022-03-09 23:22:00","2022-03-09 18:22:00",NULL,NULL,NULL,NULL
"GYB220309-7955-90110"," Support Single Device Monthly Subscription","US","AQ_9","Call","Rodger","69.44","19.94",2,"0","49.50","49.50","2022-03-09 21:46:00","2022-03-09 19:46:00","2022-03-09 14:46:00",NULL,NULL,NULL,NULL
"GYB220309-7955-91130"," Support 12-month Plan","US","n/a","n/a","n/a","432.00","0",0,"0","0.00","432.00","2022-03-09 23:23:00","2022-03-09 21:23:00","2022-03-09 16:23:00",NULL,NULL,NULL,NULL
"GYB220310-3240-23126"," Support 36-month Plan","US","n/a","n/a","n/a","684.00","0",0,"0","0.00","684.00","2022-03-10 22:34:00","2022-03-10 20:34:00","2022-03-10 15:34:00",NULL,NULL,NULL,NULL
"GYB220310-3240-37168"," Support Single Device Monthly Subscription","CA","AQ_1","Call","Rodger","84.33","0",0,"0","14.88","84.33","2022-03-11 00:15:00","2022-03-10 22:15:00","2022-03-10 17:15:00",NULL,NULL,NULL,NULL
"GYB220310-3969-28120"," Support Single Device Monthly Subscription","US","ByteFence.CTA","From Support","Nick","138.90","39.9",2,"0","0.00","99.00","2022-03-10 07:35:00","2022-03-10 05:35:00","2022-03-10 00:35:00",NULL,NULL,NULL,NULL
"GYB220310-7835-69114"," Support Single Device Monthly Subscription","US","n/a","n/a","n/a","64.35","0",0,"0","34.65","64.35","2022-03-10 19:14:00","2022-03-10 17:14:00","2022-03-10 12:14:00",NULL,NULL,NULL,NULL
"GYB220311-6876-27174"," Support 12-month Plan","US","n/a","n/a","n/a","302.40","0",0,"0","129.60","302.40","2022-03-11 23:12:00","2022-03-11 21:12:00","2022-03-11 16:12:00",NULL,NULL,NULL,NULL
"GYB220311-6876-33119"," Support 12-month Plan","US","n/a","n/a","n/a","324.00","0",0,"0","108.00","324.00","2022-03-11 20:49:00","2022-03-11 18:49:00","2022-03-11 13:49:00",NULL,NULL,NULL,NULL
"GYB220311-6876-90159"," Support 36-month Plan","US","n/a","n/a","n/a","684.00","0",0,"0","0.00","684.00","2022-03-11 20:56:00","2022-03-11 18:56:00","2022-03-11 13:56:00",NULL,NULL,NULL,NULL
